search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
48,2492,83.06666666666666,00:01:23.067,0.06666666666666288,0.26034914894903416,0.8674823398885273,0.10354015900238134,0.48326760382279355,0.5985994338989258,0.571333909034729,0.9988419292060446,0.09349147821891526,0.0009945901938182475,5.779897315401261e-05,0.9998239240146812,3,arc_fit,0.6750988193144074,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9988419292060446,1138,605,1582,1292,0.4885349025974026,0.5121415043290043,0.0,0.9988419292060446,0.09349147821891526,0.0009945901938182475,5.779897315401261e-05,0.9998239240146812,0.9988419292060446,True,1,0,0,raw/thermal/20260226_022632.tiff,0.10354015900238134,0.1080756347789332,0.8674823398885273,0.10985953773546536,0.11278807333986351,11
49,2493,83.1,00:01:23.100,0.09999999999999432,0.26010343505484895,0.8701507537037443,0.10307074623905327,0.48319486247194565,0.5882269620895386,0.5718988686800003,0.9989913974771607,0.05228070137812943,0.0005561776742354195,6.627895395395365e-05,0.9999447038254626,3,arc_fit,0.6768681855718925,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9989913974771607,1138,644,1566,1278,0.4885349025974026,0.5284090909090909,0.0,0.9989913974771607,0.05228070137812943,0.0005561776742354195,6.627895395395365e-05,0.9999447038254626,0.9989913974771607,True,1,0,0,raw/thermal/20260226_022632.tiff,0.10307074623905327,0.10877206196848471,0.8701507537037443,0.10733588432406868,0.11118772903889397,12
46,2490,83.0,00:01:23,0.0,0.259998758571487,0.8696157029750353,0.10232829999507576,0.48350113746389534,0.5912097215652465,0.5614744275808334,0.9986621231577956,0.15005641233958572,0.0015963448121232523,3.893500584634703e-05,0.9995469632883708,3,arc_fit,0.6774349619493893,False,False,True,manual_coordinates,3,True,mean,3,15,182,True,0.5,crop_resize,0.9986621231577956,1127,527,1604,1310,0.4885349025974026,0.545217803030303,0.0,0.9986621231577956,0.15005641233958572,0.0015963448121232523,3.893500584634703e-05,0.9995469632883708,0.9986621231577956,True,1,0,0,raw/thermal/20260226_022632.tiff,0.10232829999507576,0.1095791662827036,0.8696157029750353,0.10929785086336585,0.10917277274125467,13
45,2489,82.96666666666667,00:01:22.967,-0.03333333333333144,0.25972633767689446,0.8674000886230812,0.10356387951377778,0.48372294217143086,0.5899975270032882,0.5654600337147713,0.999301810241532,0.23284153536218027,0.0024770376102359604,8.689387570461562e-05,0.9989092770925582,3,arc_fit,0.680285840191241,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.999301810241532,1108,505,1632,1306,0.4885349025974026,0.5383184523809523,0.0,0.999301810241532,0.23284153536218027,0.0024770376102359604,8.689387570461562e-05,0.9989092770925582,0.999301810241532,True,1,0,0,raw/thermal/20260226_022632.tiff,0.10356387951377778,0.11098788681445765,0.8674000886230812,0.10801251754007186,0.10866731589308401,14
57,2501,83.36666666666666,00:01:23.367,0.36666666666666003,0.2594456727493917,0.8697770918857866,0.09434584246799001,0.47056637807310686,0.603098313510418,0.5927371174097061,0.9983607924827875,0.2251507688781613,0.002395220945512354,0.00033358859170001457,0.9989728740500794,3,arc_fit,0.6653528973829848,False,False,True,manual_coordinates,3,True,mean,3,15,182,True,0.5,crop_resize,0.9983607924827875,1026,746,1501,1177,0.4885349025974026,0.5376420454545454,0.0,0.9983607924827875,0.2251507688781613,0.002395220945512354,0.00033358859170001457,0.9989728740500794,0.9983607924827875,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09434584246799001,0.10937628200990807,0.8697770918857866,0.10756511735496425,0.11616403002830927,15
42,2486,82.86666666666666,00:01:22.867,-0.13333333333333997,0.258916456385662,0.868731218843497,0.09705614120004097,0.47600797265850125,0.5937133193016052,0.5659358218312264,0.9995000859389506,0.19687322390459833,0.0020943959989850884,0.00017795980806720356,0.9992182851517962,3,arc_fit,0.6881677652765565,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9995000859389506,1032,504,1666,1333,0.4885349025974026,0.5421063311688312,0.0,0.9995000859389506,0.19687322390459833,0.0020943959989850884,0.00017795980806720356,0.9992182851517962,0.9995000859389506,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09705614120004097,0.1102097375365105,0.868731218843497,0.1105825599243937,0.10800262442386782,16
43,2487,82.9,00:01:22.900,-0.09999999999999432,0.2588487475754679,0.8708604769218162,0.09902184792395949,0.4794854667373996,0.5816358864307404,0.5580417916178704,0.9996736533073577,0.1591365281166182,0.0016929417884746615,6.054415000081835e-05,0.9994903550203692,3,arc_fit,0.6825530853484775,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9996736533073577,1065,491,1657,1326,0.4885349025974026,0.5197510822510822,0.0,0.9996736533073577,0.1591365281166182,0.0016929417884746615,6.054415000081835e-05,0.9994903550203692,0.9996736533073577,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09902184792395949,0.10972685568307713,0.8708604769218162,0.10796110275233682,0.10667345459614988,17
44,2488,82.93333333333334,00:01:22.933,-0.06666666666666288,0.2588123406415408,0.8671060078275417,0.10196426537504102,0.4814233231271797,0.5827301681041718,0.5637805581092834,0.9986175689074036,0.18125503817046565,0.0019282450869198473,5.099740639750846e-05,0.9993390371939895,3,arc_fit,0.6828006177646954,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9986175689074036,1083,497,1660,1302,0.4885349025974026,0.5401785714285714,0.0,0.9986175689074036,0.18125503817046565,0.0019282450869198473,5.099740639750846e-05,0.9993390371939895,0.9986175689074036,True,1,0,0,raw/thermal/20260226_022632.tiff,0.10196426537504102,0.11042597251917781,0.8671060078275417,0.10917585045643545,0.10538960702950798,18
58,2502,83.4,00:01:23.400,0.4000000000000057,0.2587936866565808,0.8673051296761438,0.09187676171808698,0.4681812098672107,0.6055025577545166,0.5909824296832085,0.998406684030448,0.22026497908251852,0.002343244458324665,0.00023289319592199138,0.9990205720782951,3,arc_fit,0.6665330878014212,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.998406684030448,1012,739,1488,1167,0.4885349025974026,0.5403476731601732,0.0,0.998406684030448,0.22026497908251852,0.002343244458324665,0.00023289319592199138,0.9990205720782951,0.998406684030448,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09187676171808698,0.11116283112273191,0.8673051296761438,0.10760889777780756,0.11601481298813378,19
59,2503,83.43333333333334,00:01:23.433,0.4333333333333371,0.2584709349210382,0.8687972108184339,0.09010911353559498,0.4663909366414879,0.6019173115491867,0.5897197648882866,0.9999713706143453,0.046382509048807925,0.0004934309473277439,0.00016737971360244723,0.9999547711850784,3,arc_fit,0.666324498036081,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9999713706143453,1005,730,1464,1171,0.4885349025974026,0.5540787337662337,0.0,0.9999713706143453,0.046382509048807925,0.0004934309473277439,0.00016737971360244723,0.9999547711850784,0.9999713706143453,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09010911353559498,0.11054193896874723,0.8687972108184339,0.10749075056289263,0.11541566071952228,20
38,2482,82.73333333333333,00:01:22.733,-0.2666666666666657,0.2579086683577961,0.8704006570693134,0.08740514631112374,0.45898530722839653,0.6097066611051559,0.5862716421484947,0.9983801181677484,0.21794173338156425,0.0023185290785272795,0.00021384323522754392,0.9990416257651538,3,arc_fit,0.691504849690839,False,False,True,manual_coordinates,3,True,mean,3,15,182,True,0.5,crop_resize,0.9983801181677484,902,592,1710,1396,0.4885349025974026,0.557224025974026,0.0,0.9983801181677484,0.21794173338156425,0.0023185290785272795,0.00021384323522754392,0.9990416257651538,0.9983801181677484,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08740514631112374,0.10781348617940857,0.8704006570693134,0.11315068991526525,0.11077336231386939,21
41,2485,82.83333333333333,00:01:22.833,-0.1666666666666714,0.25784268399257476,0.8664374791502139,0.0947481796187583,0.47130269436043015,0.5953537285327911,0.5632306501269341,0.9987418308348504,0.14890708196869767,0.0015841178932840178,0.000244045168834815,0.9995498445750938,3,arc_fit,0.6856715529541382,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9987418308348504,986,530,1701,1334,0.4885349025974026,0.5155573593073594,0.0,0.9987418308348504,0.14890708196869767,0.0015841178932840178,0.000244045168834815,0.9995498445750938,0.9987418308348504,True,1,0,0,raw/thermal/20260226_022632.tiff,0.0947481796187583,0.10903152775086482,0.8664374791502139,0.11054397830522086,0.10845225513781608,22
40,2484,82.8,00:01:22.800,-0.20000000000000284,0.2576152933042626,0.8669634035195015,0.09241678237250157,0.4687238542355726,0.5932307556271553,0.5730493694543839,0.9999448952713229,0.06495974799609629,0.0006910611488946414,0.00013496069742665383,0.9999138382885697,3,arc_fit,0.6864458420435804,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9999448952713229,956,548,1698,1358,0.4885349025974026,0.5306750541125541,0.0,0.9999448952713229,0.06495974799609629,0.0006910611488946414,0.00013496069742665383,0.9999138382885697,0.9999448952713229,True,1,0,0,raw/thermal/20260226_022632.tiff,0.09241678237250157,0.10891131690435649,0.8669634035195015,0.10907361118687085,0.11071135253808248,23
39,2483,82.76666666666667,00:01:22.767,-0.23333333333333428,0.2576019672805825,0.868686998173206,0.08909641992666392,0.46309156124582385,0.6037924706935882,0.5723803773522377,0.9989270480544276,0.10258347872118144,0.0010913136034168239,4.104437191490385e-05,0.9997881782696251,3,arc_fit,0.6880165262087574,False,False,True,manual_coordinates,3,True,mean,3,15,182,True,0.5,crop_resize,0.9989270480544276,915,581,1731,1358,0.4885349025974026,0.5083198051948052,0.0,0.9989270480544276,0.10258347872118144,0.0010913136034168239,4.104437191490385e-05,0.9997881782696251,0.9989270480544276,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08909641992666392,0.10904396085023976,0.868686998173206,0.11100786156305092,0.11017459588975186,24
60,2504,83.46666666666667,00:01:23.467,0.46666666666666856,0.2563936935372808,0.8681235284897385,0.08911894189030903,0.45646032301355843,0.59676763266325,0.5880953893065453,0.9986453723132148,0.1818304155165283,0.0019343661225162583,0.00017546289612883046,0.9993328806574637,3,arc_fit,0.6644296957189273,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9986453723132148,992,739,1467,1151,0.4885349025974026,0.5435944264069265,0.0,0.9986453723132148,0.1818304155165283,0.0019343661225162583,0.00017546289612883046,0.9993328806574637,0.9986453723132148,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08911894189030903,0.10343081278424657,0.8681235284897385,0.10715701025021214,0.11413817427189765,25
