search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
21,14795,493.1666666666667,00:08:13.167,-0.8333333333333144,0.2595315231373728,0.8902654562891045,0.06986170862998935,0.4221180934574318,0.6777230799198151,0.601592880487442,0.9982889909011459,0.16275438403617354,0.0026250707102608633,0.00014937310590900483,0.9987741365211212,6,arc_fit,0.6039867401940285,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9982889909011459,1066,741,1546,1213,0.5830965909090909,0.5300662878787878,0.0,0.9982889909011459,0.16275438403617354,0.0026250707102608633,0.00014937310590900483,0.9987741365211212,0.9982889909011459,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1158775328508744,0.11638137784660174,0.8902654562891045,0.10527154007029413,0.06986170862998935,74
50,14824,494.1333333333333,00:08:14.133,0.13333333333332575,0.2591085456132817,0.8943368526458623,0.06902819337480494,0.429727542550714,0.6480003714561462,0.5850907534360885,0.9996591328290612,0.10730925196995668,0.0017307943866122044,4.668679429737348e-05,0.9994674306410498,6,arc_fit,0.6009983550668494,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9996591328290612,962,687,1706,1365,0.5830965909090909,0.5382846320346321,0.0,0.9996591328290612,0.10730925196995668,0.0017307943866122044,4.668679429737348e-05,0.9994674306410498,0.9996591328290612,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11454777360501817,0.1098388129366025,0.8943368526458623,0.06902819337480494,0.10779109550412073,75
51,14825,494.1666666666667,00:08:14.167,0.16666666666668561,0.2583629881055176,0.8910768921032337,0.06976791122108696,0.4270844662695673,0.6497166633605957,0.5877174824476242,0.9990314879256621,0.18095199782088472,0.0029185806100142696,2.662931894662741e-05,0.9984867656905204,6,arc_fit,0.6163792050334365,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9990314879256621,952,679,1724,1379,0.5830965909090909,0.5569534632034632,0.0,0.9990314879256621,0.18095199782088472,0.0029185806100142696,2.662931894662741e-05,0.9984867656905204,0.9990314879256621,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11219843534638052,0.11118108715866372,0.8910768921032337,0.06976791122108696,0.10759061469822302,76
20,14794,493.1333333333333,00:08:13.133,-0.8666666666666742,0.2577537740725236,0.8899922215197701,0.06662013182203934,0.420852729124793,0.6572422802448272,0.5915491938591003,0.9982745029611798,0.15492820514271569,0.002498842018430898,0.00017680203852020414,0.998888365530158,6,arc_fit,0.6077318303353456,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9982745029611798,1082,737,1509,1232,0.5830965909090909,0.5218817640692641,0.0,0.9982745029611798,0.15492820514271569,0.002498842018430898,0.00017680203852020414,0.998888365530158,0.9982745029611798,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11393405585622166,0.11406894163526156,0.8899922215197701,0.1041535195293253,0.06662013182203934,77
78,14852,495.06666666666666,00:08:15.067,1.0666666666666629,0.23946619805358904,0.7699823276257189,0.10160892131372491,0.42975676877862645,0.6351719737052918,0.5774050250649452,0.8192547206016185,0.1296571793773162,0.00209124482866639,0.08713381286370354,0.589771193260097,6,arc_fit,0.6349822374786416,False,False,True,manual_coordinates,6,True,mean,1,4,116,True,0.5,crop_resize,0.8192547206016185,776,677,1815,1452,0.5830965909090909,0.5401109307359307,0.0,0.8192547206016185,0.1296571793773162,0.00209124482866639,0.08713381286370354,0.589771193260097,0.8192547206016185,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11319946200057723,0.11058552148593163,0.7699823276257189,0.10160892131372491,0.10195475784199234,78
79,14853,495.1,00:08:15.100,1.1000000000000227,0.23853000780146955,0.7721961964229997,0.0997146265696688,0.4304404244429791,0.6126034528017044,0.5786517426371575,0.8209439682746936,0.08440766645621395,0.0013614139751002249,0.08667815333349667,0.5932895526606535,6,arc_fit,0.6373246884940553,False,False,True,manual_coordinates,6,True,mean,1,5,110,True,0.5,crop_resize,0.8209439682746936,801,688,1826,1461,0.5830965909090909,0.5519142316017316,0.0,0.8209439682746936,0.08440766645621395,0.0013614139751002249,0.08667815333349667,0.5932895526606535,0.8209439682746936,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1073549138687398,0.10784107447569752,0.7721961964229997,0.0997146265696688,0.10554322767024184,79
82,14856,495.2,00:08:15.200,1.1999999999999886,0.23717295701466093,0.7671257911293797,0.09753800175698248,0.42892419637218177,0.6087707459926606,0.5742293924093247,0.8195344252722527,0.08903027958495427,0.0014359722513702302,0.08681612179989426,0.59228220082773,6,arc_fit,0.6378137733419054,False,False,True,manual_coordinates,6,True,mean,1,3,104,True,0.5,crop_resize,0.8195344252722527,868,688,1869,1466,0.5830965909090909,0.5455221861471862,0.0,0.8195344252722527,0.08903027958495427,0.0014359722513702302,0.08681612179989426,0.59228220082773,0.8195344252722527,True,1,0,0,raw/thermal/20260226_023322.tiff,0.110522035355165,0.10718005417307924,0.7671257911293797,0.09753800175698248,0.10349890265869799,80
83,14857,495.23333333333335,00:08:15.233,1.2333333333333485,0.23583593185379956,0.7636095582221059,0.09822053221544434,0.42779594162939105,0.5969597369432449,0.5787069618701934,0.8134088938471763,0.5031274484670111,0.008114958846242115,0.08670185145411465,0.5864102399940653,6,arc_fit,0.6376933178340418,False,False,True,manual_coordinates,6,True,mean,1,2,101,True,0.5,crop_resize,0.8134088938471763,881,687,1878,1473,0.5830965909090909,0.5759266774891775,0.0,0.8134088938471763,0.5031274484670111,0.008114958846242115,0.08670185145411465,0.5864102399940653,0.8134088938471763,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10732915686873445,0.10609432951364504,0.7636095582221059,0.09822053221544434,0.10392608244906816,81
84,14858,495.26666666666665,00:08:15.267,1.2666666666666515,0.17952679190665877,0.472529160388887,0.10352502328707483,0.3474523855708621,0.600167740881443,0.5870368555188179,0.38439315352467396,5.521456695982496,0.089055753161008,0.08720704320043546,0.14398122684117998,6,arc_fit,0.6407954041838106,False,False,True,manual_coordinates,6,True,mean,1,20,95,False,0.5,crop_resize,0.38439315352467396,887,676,1892,1484,0.5830965909090909,0.5784632034632035,0.0,0.38439315352467396,5.521456695982496,0.089055753161008,0.08720704320043546,0.14398122684117998,0.38439315352467396,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10949277342192724,0.10812383429905051,0.472529160388887,0.10352502328707483,0.10396316813635428,82
87,14861,495.3666666666667,00:08:15.367,1.3666666666666742,0.19167896999830766,0.11235953975043436,0.09167077227762829,0.3280519281710918,0.6491686880588532,0.61930211186409,0.3439917710849407,56.75349059001378,0.9153788804840933,0.02911605487175637,1.9076496171899686e-65,6,arc_fit,0.645734943624524,False,False,True,manual_coordinates,6,False,mean,17,20,92,False,0.5,crop_resize,0.3439917710849407,752,454,2132,1706,0.5830965909090909,0.6417748917748918,0.0,0.3439917710849407,56.75349059001378,0.9153788804840933,0.02911605487175637,1.9076496171899686e-65,0.3439917710849407,False,1,0,0,raw/thermal/20260226_023322.tiff,0.09167077227762829,0.09650934322299497,0.11235953975043436,0.10908895560564957,0.5487662391348311,83
89,14863,495.43333333333334,00:08:15.433,1.4333333333333371,0.11419555319687022,0.11984390204394907,0.10391637462869197,0.324858357254682,0.7200558841228485,0.6561030954122543,0.35568800784044086,322.33763432602893,5.198994102032724,0.014949154589288811,0.0,6,arc_fit,0.6437974595863993,False,False,True,manual_coordinates,6,False,mean,10,20,92,False,0.5,crop_resize,0.35568800784044086,0,0,2052,1642,0.5830965909090909,0.760247564935065,0.0,0.35568800784044086,322.33763432602893,5.198994102032724,0.014949154589288811,0.0,0.35568800784044086,False,1,0,0,raw/thermal/20260226_023322.tiff,0.11157384104965623,0.1140716153671689,0.11984390204394907,0.12157203289488488,0.10391637462869197,84
90,14864,495.46666666666664,00:08:15.467,1.4666666666666401,0.11397575843771464,0.11871671020154982,0.10269215555705033,0.3243012451019144,0.7192600637674331,0.6529220849275589,0.35033710846013466,315.58347960184125,5.090056122610343,0.022488182804016606,0.0,6,arc_fit,0.6461942045388931,False,False,True,manual_coordinates,6,False,mean,10,20,92,False,0.5,crop_resize,0.35033710846013466,0,0,2052,1642,0.5830965909090909,0.7493574134199135,0.0,0.35033710846013466,315.58347960184125,5.090056122610343,0.022488182804016606,0.0,0.35033710846013466,False,1,0,0,raw/thermal/20260226_023322.tiff,0.1105645731538643,0.11636938050836905,0.11871671020154982,0.12153597276773964,0.10269215555705033,85
88,14862,495.4,00:08:15.400,1.3999999999999773,0.1127391291719622,0.11899297500718063,0.10150172395524959,0.3171427398534596,0.7185886025428772,0.6516658514738083,0.35662043454209513,326.4830138456634,5.265855062026828,0.0132233135435489,0.0,6,arc_fit,0.6413524857676122,False,False,True,manual_coordinates,6,False,mean,10,20,92,False,0.5,crop_resize,0.35662043454209513,0,0,2052,1642,0.5830965909090909,0.7484442640692641,0.0,0.35662043454209513,326.4830138456634,5.265855062026828,0.0132233135435489,0.0,0.35662043454209513,False,1,0,0,raw/thermal/20260226_023322.tiff,0.10912979585703918,0.11278414219615776,0.11899297500718063,0.12128700884418393,0.10150172395524959,86
86,14860,495.3333333333333,00:08:15.333,1.3333333333333144,0.11157580037813256,0.11958247387175716,0.09943135159527951,0.30959025376276295,0.7190068542957306,0.6531782299280167,0.3596226596688586,322.9995164785507,5.209669620621785,0.004405861378061566,0.0,6,arc_fit,0.6441082428694618,False,False,True,manual_coordinates,6,False,mean,4,20,92,False,0.5,crop_resize,0.3596226596688586,0,0,2052,1642,0.5830965909090909,0.7451298701298701,0.0,0.3596226596688586,322.9995164785507,5.209669620621785,0.004405861378061566,0.0,0.3596226596688586,False,1,0,0,raw/thermal/20260226_023322.tiff,0.10777393472326058,0.11152700446908789,0.11958247387175716,0.11956423723127765,0.09943135159527951,87
85,14859,495.3,00:08:15.300,1.3000000000000114,0.11097804691457532,0.12026666087096408,0.09945426970732425,0.3067580768581403,0.7170723468065262,0.6525135099887848,0.3599209637021698,318.7599639540111,5.141289741193727,0.0020143877554407055,0.0,6,arc_fit,0.6421226769742403,False,False,True,manual_coordinates,6,False,mean,4,20,92,False,0.5,crop_resize,0.3599209637021698,0,0,2052,1642,0.5830965909090909,0.7509469696969697,0.0,0.3599209637021698,318.7599639540111,5.141289741193727,0.0020143877554407055,0.0,0.3599209637021698,False,1,0,0,raw/thermal/20260226_023322.tiff,0.10556315003282903,0.10995752071035314,0.12026666087096408,0.11964863325140605,0.09945426970732425,88
81,14855,495.1666666666667,00:08:15.167,1.1666666666666856,0.06761904281578819,0.10454121480247915,0.054598181598261644,0.1359975517378318,0.5446539342403411,0.45914279073476794,0.35999752733105506,287.2289578165325,4.632725126073105,3.961069505166851e-05,0.0,6,arc_fit,0.6446615779012168,True,False,True,manual_coordinates,6,False,mean,3,20,92,False,0.5,crop_resize,0.35999752733105506,2030,1758,503,402,0.5830965909090909,0.28368506493506496,0.0,0.35999752733105506,287.2289578165325,4.632725126073105,3.961069505166851e-05,0.0,0.35999752733105506,False,1,0,0,raw/thermal/20260226_023322.tiff,0.06283108461313014,0.057684258275107196,0.10454121480247915,0.05844047478996282,0.054598181598261644,89
80,14854,495.1333333333333,00:08:15.133,1.1333333333333258,0.0659224789192459,0.10256436687226449,0.05403955651538743,0.13599052599618436,0.5254249438643456,0.4393983781337738,0.359990525491137,287.44824861095645,4.636262074370266,5.69801082268705e-06,0.0,6,arc_fit,0.6385929655856953,True,False,True,manual_coordinates,6,False,mean,2,20,92,False,0.5,crop_resize,0.359990525491137,1989,1752,511,408,0.5830965909090909,0.25490395021645024,0.0,0.359990525491137,287.44824861095645,4.636262074370266,5.69801082268705e-06,0.0,0.359990525491137,False,1,0,0,raw/thermal/20260226_023322.tiff,0.06119999446066393,0.05403955651538743,0.10256436687226449,0.05734295610430016,0.05446552064361347,90
